payment_id,policy_id,payment_date,amount_paid,payment_method,status
PAY03843,POL0613,2023-09-25,263.45,iDEAL,On-time
PAY03844,POL0613,2024-02-21,263.45,Direct Debit,On-time
PAY03845,POL0614,2023-01-08,294.38,Bank Transfer,On-time
PAY03846,POL0614,2023-02-06,294.38,iDEAL,On-time
PAY03847,POL0614,2023-04-07,294.38,Bank Transfer,On-time
PAY03848,POL0614,2023-07-07,294.38,iDEAL,On-time
PAY03849,POL0615,2023-05-04,128.86,iDEAL,On-time
PAY03850,POL0615,2023-11-14,128.86,iDEAL,Late
PAY03851,POL0615,2023-12-28,128.86,iDEAL,On-time
PAY03852,POL0615,2024-01-29,128.86,iDEAL,On-time
PAY03853,POL0616,2024-07-16,0.0,Bank Transfer,Missed
PAY03854,POL0616,2024-09-15,105.77,iDEAL,On-time
PAY03855,POL0616,2024-10-16,105.77,Direct Debit,On-time
PAY03856,POL0616,2024-11-15,105.77,Direct Debit,On-time
PAY03857,POL0616,2024-12-14,105.77,Bank Transfer,On-time
PAY03858,POL0616,2025-02-11,105.77,Bank Transfer,On-time
PAY03859,POL0617,2021-07-02,197.67,Bank Transfer,Late
PAY03860,POL0617,2021-09-28,197.67,Bank Transfer,Late
PAY03861,POL0617,2021-10-13,197.67,Direct Debit,On-time
PAY03862,POL0617,2022-01-14,197.67,Bank Transfer,On-time
PAY03863,POL0617,2022-05-14,197.67,iDEAL,On-time
PAY03864,POL0618,2023-05-11,165.53,Direct Debit,Late
PAY03865,POL0618,2023-07-31,165.53,Bank Transfer,On-time
PAY03866,POL0618,2023-10-26,165.53,Bank Transfer,On-time
PAY03867,POL0618,2024-01-24,165.53,iDEAL,On-time
PAY03868,POL0618,2024-03-27,165.53,iDEAL,On-time
PAY03869,POL0619,2022-04-17,71.84,Direct Debit,On-time
PAY03870,POL0619,2022-05-18,71.84,Direct Debit,On-time
PAY03871,POL0619,2022-06-15,0.0,Direct Debit,Missed
PAY03872,POL0619,2022-08-15,71.84,iDEAL,On-time
PAY03873,POL0619,2022-12-12,0.0,Direct Debit,Missed
PAY03874,POL0619,2023-01-12,71.84,iDEAL,On-time
PAY03875,POL0620,2023-10-09,0.0,Direct Debit,Missed
PAY03876,POL0620,2023-11-09,165.86,iDEAL,On-time
PAY03877,POL0620,2023-12-08,165.86,Direct Debit,On-time
PAY03878,POL0620,2024-01-10,165.86,Bank Transfer,On-time
PAY03879,POL0620,2024-03-08,165.86,iDEAL,On-time
PAY03880,POL0620,2024-04-09,165.86,Bank Transfer,On-time
PAY03881,POL0620,2024-08-07,165.86,Bank Transfer,On-time
PAY03882,POL0620,2024-10-03,165.86,Direct Debit,On-time
PAY03883,POL0621,2022-09-08,258.56,Direct Debit,On-time
PAY03884,POL0621,2022-10-09,258.56,iDEAL,On-time
PAY03885,POL0621,2023-01-06,258.56,Bank Transfer,On-time
PAY03886,POL0621,2023-02-06,258.56,iDEAL,On-time
PAY03887,POL0621,2023-04-23,258.56,Bank Transfer,Late
PAY03888,POL0621,2023-06-07,258.56,Direct Debit,On-time
PAY03889,POL0621,2023-08-03,258.56,iDEAL,On-time
PAY03890,POL0622,2023-06-04,276.7,Bank Transfer,On-time
PAY03891,POL0622,2023-08-18,276.7,Direct Debit,Late
PAY03892,POL0622,2023-09-02,276.7,Direct Debit,On-time
PAY03893,POL0622,2023-10-29,276.7,iDEAL,Late
PAY03894,POL0622,2023-11-04,276.7,Direct Debit,On-time
PAY03895,POL0622,2023-12-03,276.7,Direct Debit,On-time
PAY03896,POL0623,2024-01-07,66.68,Direct Debit,On-time
PAY03897,POL0623,2024-02-07,66.68,Bank Transfer,On-time
PAY03898,POL0623,2024-03-08,66.68,Direct Debit,On-time
PAY03899,POL0623,2024-04-06,66.68,Bank Transfer,On-time
PAY03900,POL0623,2024-10-04,66.68,iDEAL,On-time
PAY03901,POL0624,2022-06-13,0.0,Bank Transfer,Missed
PAY03902,POL0624,2022-08-20,147.6,iDEAL,Late
PAY03903,POL0624,2022-09-13,147.6,Direct Debit,On-time
PAY03904,POL0624,2022-10-22,147.6,iDEAL,Late
PAY03905,POL0624,2022-11-10,147.6,Direct Debit,On-time
PAY03906,POL0624,2022-12-13,147.6,iDEAL,On-time
PAY03907,POL0624,2023-03-11,147.6,Direct Debit,On-time
PAY03908,POL0624,2023-05-12,147.6,Direct Debit,On-time
PAY03909,POL0625,2022-06-19,89.95,iDEAL,On-time
PAY03910,POL0625,2022-07-18,89.95,Bank Transfer,On-time
PAY03911,POL0625,2022-11-14,89.95,Direct Debit,On-time
PAY03912,POL0625,2023-06-11,0.0,iDEAL,Missed
PAY03913,POL0626,2023-02-03,69.99,Direct Debit,On-time
PAY03914,POL0626,2023-11-29,69.99,Direct Debit,On-time
PAY03915,POL0627,2022-08-18,188.62,iDEAL,On-time
PAY03916,POL0627,2022-09-19,188.62,Direct Debit,On-time
PAY03917,POL0627,2022-10-19,188.62,Direct Debit,On-time
PAY03918,POL0627,2022-11-15,188.62,iDEAL,On-time
PAY03919,POL0627,2022-12-15,188.62,Bank Transfer,On-time
PAY03920,POL0627,2023-01-16,188.62,iDEAL,On-time
PAY03921,POL0627,2023-03-18,188.62,Bank Transfer,On-time
PAY03922,POL0627,2023-04-14,188.62,iDEAL,On-time
PAY03923,POL0627,2023-05-16,188.62,Bank Transfer,On-time
PAY03924,POL0627,2023-07-15,188.62,Direct Debit,On-time
PAY03925,POL0628,2021-07-16,58.38,Direct Debit,On-time
PAY03926,POL0628,2021-08-12,58.38,Direct Debit,On-time
PAY03927,POL0628,2021-10-13,58.38,iDEAL,On-time
PAY03928,POL0628,2021-11-13,58.38,Direct Debit,On-time
PAY03929,POL0628,2021-12-13,58.38,iDEAL,On-time
PAY03930,POL0628,2022-01-10,58.38,iDEAL,On-time
PAY03931,POL0628,2022-02-09,58.38,Direct Debit,On-time
PAY03932,POL0628,2022-06-09,58.38,Bank Transfer,On-time
PAY03933,POL0629,2022-11-05,222.09,Direct Debit,Late
PAY03934,POL0629,2022-12-07,222.09,iDEAL,On-time
PAY03935,POL0629,2023-01-16,222.09,Bank Transfer,Late
PAY03936,POL0629,2023-03-08,222.09,Bank Transfer,On-time
PAY03937,POL0629,2023-06-07,222.09,Direct Debit,On-time
PAY03938,POL0630,2021-03-16,70.96,iDEAL,Late
PAY03939,POL0630,2021-03-30,70.96,iDEAL,On-time
PAY03940,POL0630,2021-05-27,0.0,Bank Transfer,Missed
PAY03941,POL0630,2021-06-26,0.0,Bank Transfer,Missed
PAY03942,POL0630,2021-08-31,70.96,Bank Transfer,Late
PAY03943,POL0630,2021-11-23,70.96,iDEAL,On-time
PAY03944,POL0630,2022-01-23,70.96,iDEAL,On-time
PAY03945,POL0631,2021-10-12,95.37,Direct Debit,Late
PAY03946,POL0631,2021-10-30,95.37,iDEAL,On-time
PAY03947,POL0631,2021-11-28,95.37,Direct Debit,On-time
PAY03948,POL0631,2021-12-26,95.37,iDEAL,On-time
PAY03949,POL0631,2022-06-25,95.37,iDEAL,On-time
PAY03950,POL0632,2023-05-05,92.99,Direct Debit,On-time
PAY03951,POL0632,2023-06-05,92.99,Direct Debit,On-time
PAY03952,POL0632,2023-12-03,92.99,iDEAL,On-time
PAY03953,POL0632,2024-01-03,92.99,Direct Debit,On-time
PAY03954,POL0632,2024-02-29,0.0,Bank Transfer,Missed
PAY03955,POL0632,2024-03-31,92.99,iDEAL,On-time
PAY03956,POL0632,2024-04-29,92.99,Direct Debit,On-time
PAY03957,POL0633,2023-01-14,160.48,Bank Transfer,On-time
PAY03958,POL0633,2023-03-16,160.48,Bank Transfer,On-time
PAY03959,POL0633,2023-05-14,160.48,Direct Debit,On-time
PAY03960,POL0633,2023-10-03,160.48,iDEAL,Late
PAY03961,POL0633,2023-10-10,160.48,Direct Debit,On-time
PAY03962,POL0633,2023-11-11,160.48,Direct Debit,On-time
PAY03963,POL0633,2024-01-08,160.48,Bank Transfer,On-time
PAY03964,POL0634,2022-09-19,129.6,Bank Transfer,On-time
PAY03965,POL0634,2022-10-18,129.6,Bank Transfer,On-time
PAY03966,POL0634,2022-11-16,129.6,Direct Debit,On-time
PAY03967,POL0634,2023-01-14,0.0,Direct Debit,Missed
PAY03968,POL0634,2023-09-07,129.6,Direct Debit,Late
PAY03969,POL0634,2023-09-26,129.6,Direct Debit,Late
PAY03970,POL0635,2022-05-11,63.08,Bank Transfer,On-time
PAY03971,POL0635,2022-06-10,63.08,iDEAL,On-time
PAY03972,POL0635,2023-01-31,63.08,Bank Transfer,Late
PAY03973,POL0635,2023-04-08,63.08,iDEAL,On-time
PAY03974,POL0636,2021-06-09,162.32,iDEAL,On-time
PAY03975,POL0636,2021-09-09,162.32,iDEAL,On-time
PAY03976,POL0636,2021-10-09,162.32,Bank Transfer,On-time
PAY03977,POL0636,2021-12-15,162.32,iDEAL,Late
PAY03978,POL0636,2022-03-06,0.0,Bank Transfer,Missed
PAY03979,POL0636,2022-04-21,162.32,Direct Debit,Late
PAY03980,POL0636,2022-05-08,162.32,Bank Transfer,On-time
PAY03981,POL0636,2022-06-05,162.32,iDEAL,On-time
PAY03982,POL0637,2023-12-19,159.74,Bank Transfer,On-time
PAY03983,POL0637,2024-02-19,159.74,Direct Debit,On-time
PAY03984,POL0637,2024-03-18,159.74,iDEAL,On-time
PAY03985,POL0637,2024-07-17,159.74,iDEAL,On-time
PAY03986,POL0637,2024-09-15,159.74,Direct Debit,On-time
PAY03987,POL0637,2024-11-14,159.74,Bank Transfer,On-time
PAY03988,POL0638,2021-09-16,236.42,Bank Transfer,On-time
PAY03989,POL0638,2021-10-16,236.42,Direct Debit,On-time
PAY03990,POL0638,2021-11-14,236.42,Bank Transfer,On-time
PAY03991,POL0638,2022-02-13,236.42,Bank Transfer,On-time
PAY03992,POL0638,2022-05-06,236.42,iDEAL,Late
PAY03993,POL0639,2022-12-21,56.01,Bank Transfer,On-time
PAY03994,POL0639,2023-01-20,56.01,Bank Transfer,On-time
PAY03995,POL0639,2023-03-28,56.01,Bank Transfer,Late
PAY03996,POL0639,2023-09-18,56.01,Direct Debit,On-time
PAY03997,POL0639,2023-11-16,56.01,Direct Debit,On-time
PAY03998,POL0640,2023-02-03,175.16,iDEAL,Late
PAY03999,POL0640,2023-02-22,175.16,iDEAL,On-time
PAY04000,POL0640,2023-05-01,175.16,iDEAL,Late
PAY04001,POL0640,2023-07-23,175.16,Bank Transfer,On-time
PAY04002,POL0640,2023-12-18,175.16,iDEAL,On-time
PAY04003,POL0641,2021-12-22,209.75,Direct Debit,On-time
PAY04004,POL0641,2022-02-12,209.75,Bank Transfer,Late
PAY04005,POL0641,2022-03-02,209.75,Bank Transfer,Late
PAY04006,POL0641,2022-03-21,209.75,Bank Transfer,On-time
PAY04007,POL0641,2022-07-30,209.75,iDEAL,Late
PAY04008,POL0642,2021-12-20,184.28,Bank Transfer,On-time
PAY04009,POL0642,2022-01-20,184.28,Bank Transfer,On-time
PAY04010,POL0642,2022-03-21,184.28,iDEAL,On-time
PAY04011,POL0642,2022-05-18,184.28,Direct Debit,On-time
PAY04012,POL0642,2022-08-18,184.28,Bank Transfer,On-time
PAY04013,POL0642,2022-09-14,184.28,iDEAL,On-time
PAY04014,POL0642,2022-10-17,184.28,iDEAL,On-time
PAY04015,POL0642,2022-12-16,184.28,Direct Debit,On-time
PAY04016,POL0643,2023-03-25,118.51,Direct Debit,On-time
PAY04017,POL0643,2023-05-16,118.51,iDEAL,Late
PAY04018,POL0643,2023-05-22,118.51,iDEAL,On-time
PAY04019,POL0643,2023-07-03,118.51,iDEAL,Late
PAY04020,POL0643,2023-07-22,118.51,iDEAL,On-time
PAY04021,POL0643,2023-11-19,118.51,Direct Debit,On-time
PAY04022,POL0643,2024-01-24,118.51,Bank Transfer,Late
PAY04023,POL0644,2023-06-26,122.76,Bank Transfer,Late
PAY04024,POL0644,2023-08-17,122.76,Bank Transfer,On-time
PAY04025,POL0644,2023-10-19,122.76,Direct Debit,On-time
PAY04026,POL0644,2024-02-15,122.76,iDEAL,On-time
PAY04027,POL0644,2024-03-14,122.76,iDEAL,On-time
PAY04028,POL0644,2024-04-13,122.76,iDEAL,On-time
PAY04029,POL0644,2024-05-15,122.76,iDEAL,On-time
PAY04030,POL0645,2021-09-15,149.58,Direct Debit,On-time
PAY04031,POL0645,2021-10-16,149.58,iDEAL,On-time
PAY04032,POL0645,2022-03-02,149.58,Bank Transfer,Late
PAY04033,POL0645,2022-06-13,149.58,Bank Transfer,On-time
PAY04034,POL0645,2022-07-13,149.58,Direct Debit,On-time
PAY04035,POL0645,2022-08-10,149.58,Bank Transfer,On-time
PAY04036,POL0646,2021-07-18,99.67,Bank Transfer,On-time
PAY04037,POL0646,2021-09-17,99.67,Bank Transfer,On-time
PAY04038,POL0646,2021-11-26,99.67,iDEAL,Late
PAY04039,POL0646,2022-01-17,99.67,Direct Debit,On-time
PAY04040,POL0646,2022-02-16,99.67,Bank Transfer,On-time
PAY04041,POL0646,2022-03-18,99.67,iDEAL,On-time
PAY04042,POL0646,2022-04-29,99.67,Bank Transfer,Late
PAY04043,POL0646,2022-06-13,99.67,Bank Transfer,On-time
PAY04044,POL0647,2023-07-02,151.82,Direct Debit,On-time
PAY04045,POL0647,2023-09-29,151.82,Direct Debit,On-time
PAY04046,POL0647,2023-10-29,151.82,Direct Debit,On-time
PAY04047,POL0647,2023-12-28,151.82,iDEAL,On-time
PAY04048,POL0647,2024-01-28,151.82,iDEAL,On-time
PAY04049,POL0647,2024-02-26,151.82,iDEAL,On-time
PAY04050,POL0647,2024-03-28,151.82,Direct Debit,On-time
PAY04051,POL0647,2024-05-24,151.82,Direct Debit,On-time
PAY04052,POL0647,2024-06-23,151.82,Direct Debit,On-time
PAY04053,POL0648,2023-01-26,199.87,Direct Debit,On-time
PAY04054,POL0648,2023-06-25,199.87,Direct Debit,On-time
PAY04055,POL0648,2023-09-26,199.87,iDEAL,Late
PAY04056,POL0648,2023-10-23,199.87,Bank Transfer,On-time
PAY04057,POL0648,2023-11-22,199.87,Direct Debit,On-time
PAY04058,POL0649,2023-12-30,108.5,Direct Debit,Late
PAY04059,POL0649,2024-01-26,108.5,Direct Debit,Late
PAY04060,POL0649,2024-03-03,108.5,Direct Debit,Late
PAY04061,POL0649,2024-03-06,108.5,Bank Transfer,On-time
PAY04062,POL0649,2024-04-07,108.5,Direct Debit,On-time
PAY04063,POL0649,2024-05-07,108.5,Bank Transfer,On-time
PAY04064,POL0649,2024-06-04,108.5,Bank Transfer,On-time
PAY04065,POL0649,2024-07-05,108.5,Bank Transfer,On-time
PAY04066,POL0649,2024-10-03,108.5,iDEAL,On-time
PAY04067,POL0649,2024-12-03,108.5,Direct Debit,On-time
PAY04068,POL0650,2022-02-13,245.79,Direct Debit,On-time
PAY04069,POL0650,2022-04-02,245.79,Direct Debit,Late
PAY04070,POL0650,2022-04-14,245.79,Bank Transfer,On-time
PAY04071,POL0650,2022-05-13,245.79,Bank Transfer,On-time
PAY04072,POL0650,2022-06-13,245.79,Bank Transfer,On-time
PAY04073,POL0651,2022-05-22,0.0,Direct Debit,Missed
PAY04074,POL0651,2022-08-11,203.28,Direct Debit,Late
PAY04075,POL0651,2022-10-22,203.28,Direct Debit,On-time
PAY04076,POL0651,2022-11-20,203.28,Bank Transfer,On-time
PAY04077,POL0651,2023-01-20,203.28,iDEAL,On-time
PAY04078,POL0651,2023-02-17,203.28,iDEAL,On-time
PAY04079,POL0651,2023-03-18,0.0,Bank Transfer,Missed
PAY04080,POL0652,2023-04-30,0.0,iDEAL,Missed
PAY04081,POL0652,2023-07-01,216.67,iDEAL,On-time
PAY04082,POL0652,2023-08-28,0.0,iDEAL,Missed
PAY04083,POL0652,2023-09-30,216.67,iDEAL,On-time
PAY04084,POL0652,2023-12-26,216.67,iDEAL,On-time
PAY04085,POL0652,2024-02-24,216.67,Bank Transfer,On-time
PAY04086,POL0652,2024-03-26,216.67,Direct Debit,On-time
PAY04087,POL0653,2023-08-12,67.58,iDEAL,Late
PAY04088,POL0653,2023-09-07,67.58,iDEAL,Late
PAY04089,POL0653,2023-09-21,67.58,Bank Transfer,On-time
PAY04090,POL0653,2023-11-19,67.58,Bank Transfer,On-time
PAY04091,POL0653,2024-01-17,67.58,iDEAL,On-time
PAY04092,POL0653,2024-05-18,67.58,Direct Debit,On-time
PAY04093,POL0653,2024-06-17,67.58,iDEAL,On-time
PAY04094,POL0654,2021-10-22,221.15,Direct Debit,On-time
PAY04095,POL0654,2021-11-23,221.15,iDEAL,On-time
PAY04096,POL0654,2021-12-21,221.15,iDEAL,On-time
PAY04097,POL0654,2022-03-07,221.15,Direct Debit,Late
PAY04098,POL0654,2022-05-22,221.15,Direct Debit,On-time
PAY04099,POL0654,2022-06-20,221.15,iDEAL,On-time
PAY04100,POL0654,2022-07-21,221.15,Direct Debit,On-time
PAY04101,POL0655,2024-06-22,167.92,Direct Debit,On-time
PAY04102,POL0655,2024-09-20,167.92,Direct Debit,On-time
PAY04103,POL0655,2024-10-21,167.92,Direct Debit,On-time
PAY04104,POL0655,2024-11-20,167.92,Bank Transfer,On-time
PAY04105,POL0655,2024-12-21,167.92,Direct Debit,On-time
PAY04106,POL0655,2025-01-21,167.92,iDEAL,On-time
PAY04107,POL0655,2025-02-20,167.92,iDEAL,On-time
PAY04108,POL0656,2021-09-07,168.39,iDEAL,On-time
PAY04109,POL0656,2021-11-04,168.39,iDEAL,On-time
PAY04110,POL0656,2021-12-06,168.39,iDEAL,On-time
PAY04111,POL0656,2022-05-05,168.39,Direct Debit,On-time
PAY04112,POL0656,2022-06-01,168.39,iDEAL,On-time
PAY04113,POL0657,2023-11-19,115.42,Direct Debit,On-time
PAY04114,POL0657,2024-03-17,115.42,Bank Transfer,On-time
PAY04115,POL0657,2024-04-16,115.42,Direct Debit,On-time
PAY04116,POL0657,2024-06-14,115.42,Direct Debit,On-time
PAY04117,POL0657,2024-09-14,115.42,iDEAL,On-time
PAY04118,POL0657,2024-10-14,115.42,iDEAL,On-time
PAY04119,POL0658,2021-04-07,229.62,iDEAL,On-time
PAY04120,POL0658,2021-05-05,229.62,Bank Transfer,On-time
PAY04121,POL0658,2021-06-06,229.62,iDEAL,On-time
PAY04122,POL0658,2021-09-02,229.62,iDEAL,On-time
PAY04123,POL0658,2021-11-18,229.62,iDEAL,Late
PAY04124,POL0658,2021-12-02,229.62,Bank Transfer,On-time
PAY04125,POL0658,2021-12-31,229.62,Bank Transfer,On-time
PAY04126,POL0659,2023-06-27,103.29,iDEAL,On-time
PAY04127,POL0659,2023-08-25,103.29,iDEAL,On-time
PAY04128,POL0659,2024-05-23,103.29,Bank Transfer,On-time
PAY04129,POL0660,2022-01-02,83.62,Bank Transfer,On-time
PAY04130,POL0660,2022-02-03,83.62,Bank Transfer,On-time
PAY04131,POL0660,2022-04-03,83.62,Direct Debit,On-time
PAY04132,POL0660,2022-06-01,83.62,Bank Transfer,On-time
PAY04133,POL0660,2022-09-29,83.62,iDEAL,On-time
PAY04134,POL0660,2022-10-30,83.62,iDEAL,On-time
PAY04135,POL0660,2022-11-30,83.62,Bank Transfer,On-time
PAY04136,POL0661,2024-03-13,194.75,Bank Transfer,On-time
PAY04137,POL0661,2024-04-11,194.75,iDEAL,On-time
PAY04138,POL0661,2024-05-11,194.75,Bank Transfer,On-time
PAY04139,POL0661,2024-08-08,0.0,iDEAL,Missed
PAY04140,POL0661,2024-09-23,194.75,Direct Debit,Late
PAY04141,POL0661,2024-10-17,194.75,Direct Debit,Late
PAY04142,POL0661,2025-02-07,194.75,iDEAL,On-time
PAY04143,POL0662,2023-09-03,115.63,Direct Debit,On-time
PAY04144,POL0662,2023-12-03,115.63,Direct Debit,On-time
PAY04145,POL0662,2024-02-19,115.63,Direct Debit,Late
PAY04146,POL0662,2024-03-31,115.63,iDEAL,On-time
PAY04147,POL0662,2024-05-02,115.63,iDEAL,On-time
PAY04148,POL0662,2024-06-30,115.63,Direct Debit,On-time
PAY04149,POL0662,2024-08-29,115.63,Bank Transfer,On-time
PAY04150,POL0663,2024-09-15,167.65,iDEAL,On-time
PAY04151,POL0663,2024-12-15,167.65,Direct Debit,On-time
PAY04152,POL0663,2025-03-16,167.65,Direct Debit,On-time
PAY04153,POL0664,2021-09-20,139.31,Direct Debit,On-time
PAY04154,POL0664,2021-10-20,139.31,Direct Debit,On-time
PAY04155,POL0664,2021-11-22,139.31,Bank Transfer,On-time
PAY04156,POL0664,2021-12-20,139.31,iDEAL,On-time
PAY04157,POL0664,2022-01-18,139.31,Direct Debit,On-time
PAY04158,POL0664,2022-02-17,139.31,Direct Debit,On-time
PAY04159,POL0664,2022-04-19,139.31,iDEAL,On-time
PAY04160,POL0664,2022-06-20,139.31,Bank Transfer,On-time
PAY04161,POL0664,2022-08-23,139.31,Bank Transfer,Late
PAY04162,POL0665,2023-02-19,136.29,Direct Debit,On-time
PAY04163,POL0665,2023-03-24,136.29,Bank Transfer,On-time
PAY04164,POL0665,2023-09-17,0.0,iDEAL,Missed
PAY04165,POL0665,2023-10-20,136.29,Bank Transfer,On-time
PAY04166,POL0665,2024-01-18,136.29,iDEAL,On-time
PAY04167,POL0665,2024-02-17,136.29,Direct Debit,On-time
PAY04168,POL0666,2022-10-20,74.33,Bank Transfer,On-time
PAY04169,POL0666,2023-01-19,74.33,iDEAL,On-time
PAY04170,POL0666,2023-03-21,74.33,Bank Transfer,On-time
PAY04171,POL0666,2023-05-05,74.33,Bank Transfer,Late
PAY04172,POL0667,2022-11-24,171.53,iDEAL,On-time
PAY04173,POL0667,2022-12-23,171.53,iDEAL,On-time
PAY04174,POL0667,2023-04-25,171.53,iDEAL,On-time
PAY04175,POL0667,2023-05-23,171.53,Bank Transfer,On-time
PAY04176,POL0667,2023-06-21,171.53,Bank Transfer,On-time
PAY04177,POL0667,2023-08-21,171.53,Direct Debit,On-time
PAY04178,POL0667,2023-09-29,171.53,iDEAL,Late
PAY04179,POL0667,2023-10-19,171.53,Direct Debit,On-time
PAY04180,POL0667,2023-11-19,171.53,Direct Debit,On-time
PAY04181,POL0668,2022-07-16,146.97,Direct Debit,Late
PAY04182,POL0668,2022-09-01,146.97,Direct Debit,On-time
PAY04183,POL0668,2022-12-28,0.0,Bank Transfer,Missed
PAY04184,POL0668,2023-05-22,146.97,iDEAL,Late
PAY04185,POL0669,2023-04-22,180.83,iDEAL,On-time
PAY04186,POL0669,2023-06-23,180.83,Bank Transfer,On-time
PAY04187,POL0669,2023-08-19,180.83,Direct Debit,On-time
PAY04188,POL0669,2023-09-20,180.83,Bank Transfer,On-time
PAY04189,POL0670,2023-12-14,241.23,iDEAL,On-time
PAY04190,POL0670,2024-02-15,241.23,iDEAL,On-time
PAY04191,POL0670,2024-03-30,241.23,iDEAL,Late
PAY04192,POL0670,2024-07-11,0.0,Bank Transfer,Missed
PAY04193,POL0670,2024-08-13,241.23,Direct Debit,On-time
PAY04194,POL0670,2024-10-11,241.23,iDEAL,On-time
PAY04195,POL0671,2023-07-13,208.86,Bank Transfer,On-time
PAY04196,POL0671,2023-12-10,208.86,iDEAL,On-time
PAY04197,POL0671,2024-01-15,208.86,Direct Debit,Late
PAY04198,POL0671,2024-02-07,0.0,Direct Debit,Missed
PAY04199,POL0671,2024-04-08,208.86,iDEAL,On-time
PAY04200,POL0671,2024-05-07,0.0,Bank Transfer,Missed
PAY04201,POL0671,2024-06-09,208.86,Bank Transfer,On-time
PAY04202,POL0672,2022-08-12,72.71,Direct Debit,On-time
PAY04203,POL0672,2022-09-30,72.71,Direct Debit,Late
PAY04204,POL0672,2022-11-11,72.71,Direct Debit,On-time
PAY04205,POL0672,2023-05-11,72.71,iDEAL,On-time
PAY04206,POL0672,2023-06-08,72.71,iDEAL,On-time
PAY04207,POL0673,2024-05-31,96.1,Direct Debit,On-time
PAY04208,POL0673,2024-10-28,96.1,iDEAL,On-time
PAY04209,POL0673,2024-12-23,96.1,Direct Debit,Late
PAY04210,POL0673,2024-12-27,96.1,Bank Transfer,On-time
PAY04211,POL0673,2025-01-26,96.1,iDEAL,On-time
PAY04212,POL0674,2023-05-25,179.57,Direct Debit,On-time
PAY04213,POL0674,2023-06-24,0.0,iDEAL,Missed
PAY04214,POL0674,2023-10-22,179.57,Bank Transfer,On-time
PAY04215,POL0674,2023-11-22,179.57,iDEAL,On-time
PAY04216,POL0674,2024-02-19,179.57,Bank Transfer,On-time
PAY04217,POL0674,2024-03-20,179.57,iDEAL,On-time
PAY04218,POL0674,2024-04-21,179.57,Direct Debit,On-time
PAY04219,POL0675,2023-06-06,0.0,Direct Debit,Missed
PAY04220,POL0675,2023-08-28,128.34,Bank Transfer,Late
PAY04221,POL0675,2024-02-04,128.34,Direct Debit,On-time
PAY04222,POL0675,2024-06-17,128.34,Bank Transfer,Late
PAY04223,POL0676,2024-03-27,118.06,Direct Debit,On-time
PAY04224,POL0676,2024-05-15,118.06,iDEAL,Late
PAY04225,POL0676,2024-05-28,118.06,iDEAL,On-time
PAY04226,POL0676,2024-08-24,0.0,iDEAL,Missed
PAY04227,POL0676,2024-11-22,0.0,Direct Debit,Missed
PAY04228,POL0676,2024-12-25,118.06,Bank Transfer,On-time
PAY04229,POL0676,2025-01-22,118.06,Direct Debit,On-time
PAY04230,POL0677,2024-03-30,94.91,iDEAL,On-time
PAY04231,POL0677,2024-05-28,94.91,Direct Debit,On-time
PAY04232,POL0677,2024-10-23,94.91,Direct Debit,On-time
PAY04233,POL0677,2025-01-21,94.91,Direct Debit,On-time
PAY04234,POL0677,2025-02-20,0.0,iDEAL,Missed
PAY04235,POL0678,2024-01-30,263.19,Bank Transfer,On-time
PAY04236,POL0678,2024-02-27,263.19,Direct Debit,On-time
PAY04237,POL0678,2024-05-28,263.19,Bank Transfer,On-time
PAY04238,POL0678,2024-08-24,263.19,iDEAL,On-time
PAY04239,POL0678,2024-09-26,263.19,iDEAL,On-time
PAY04240,POL0678,2024-12-23,263.19,Bank Transfer,On-time
PAY04241,POL0679,2024-03-05,158.62,Bank Transfer,On-time
PAY04242,POL0679,2024-04-04,158.62,Direct Debit,On-time
PAY04243,POL0679,2024-06-05,158.62,Direct Debit,On-time
PAY04244,POL0679,2024-08-05,158.62,Bank Transfer,On-time
PAY04245,POL0679,2024-09-11,158.62,Direct Debit,Late
PAY04246,POL0679,2024-11-02,158.62,Bank Transfer,On-time
PAY04247,POL0680,2023-06-14,265.05,Bank Transfer,On-time
PAY04248,POL0680,2023-09-09,0.0,Bank Transfer,Missed
PAY04249,POL0680,2023-10-11,265.05,iDEAL,On-time
PAY04250,POL0680,2023-11-14,265.05,iDEAL,Late
PAY04251,POL0680,2023-12-09,265.05,iDEAL,On-time
PAY04252,POL0680,2024-03-10,265.05,Direct Debit,On-time
PAY04253,POL0680,2024-05-08,265.05,Bank Transfer,On-time
PAY04254,POL0681,2022-11-11,114.11,iDEAL,On-time
PAY04255,POL0681,2022-12-11,114.11,Bank Transfer,On-time
PAY04256,POL0681,2023-01-11,114.11,Bank Transfer,On-time
PAY04257,POL0681,2023-05-10,114.11,iDEAL,On-time
PAY04258,POL0682,2021-12-06,121.75,Direct Debit,On-time
PAY04259,POL0682,2022-01-04,121.75,Bank Transfer,On-time
PAY04260,POL0682,2022-04-04,121.75,iDEAL,On-time
PAY04261,POL0682,2022-05-04,121.75,Direct Debit,On-time
PAY04262,POL0682,2022-07-04,121.75,iDEAL,On-time
PAY04263,POL0682,2022-08-03,121.75,iDEAL,On-time
PAY04264,POL0682,2022-10-01,121.75,iDEAL,On-time
PAY04265,POL0682,2022-11-10,121.75,Direct Debit,Late
PAY04266,POL0683,2023-05-16,103.7,Direct Debit,On-time
PAY04267,POL0683,2023-06-17,103.7,Direct Debit,On-time
PAY04268,POL0683,2023-08-16,103.7,Direct Debit,On-time
